District,D Positive Tweet,D Negative Tweet,R Positive Tweet,R Negative Tweet,Raw PVI,2020 Biden %,2020 Trump %,2016 Clinton %,2016 Trump %,D Popularity,R Popularity,Winners
TX30,0.84,0.16,0.5585585585585585,0.4414414414414414,26.8,0.778,0.21,0.767,0.204,10900,1830000,D
TX28,0.7421875,0.2578125,0.7739130434782608,0.2260869565217391,3.2,0.528,0.45799999999999996,0.574,0.38299999999999995,34400,3160,D
TX31,0.0,0.0,0.7101449275362319,0.2898550724637681,-13.72,0.38799999999999996,0.591,0.318,0.617,0,24600000,R
TX32,0.8214285714285714,0.1785714285714285,0.8828828828828829,0.1171171171171171,14.05,0.6559999999999999,0.326,0.605,0.344,56600,599,D
TX33,0.7657657657657657,0.2342342342342342,0.5765765765765766,0.4234234234234234,23.68,0.742,0.243,0.7390000000000001,0.22399999999999998,7410,50300,D
TX34,0.7058823529411765,0.2941176470588235,0.6935483870967742,0.3064516129032258,8.6,0.5720000000000001,0.41700000000000004,0.6609999999999999,0.299,96800,40900,D
TX35,0.6909090909090909,0.3090909090909091,0.765625,0.234375,20.98,0.716,0.264,0.6809999999999999,0.257,18500,73600,D
TX36,0.7857142857142857,0.2142857142857142,0.453125,0.546875,-18.29,0.336,0.652,0.316,0.649,2990,12400,R
TX37,0.7522123893805309,0.247787610619469,0.9032258064516128,0.0967741935483871,24.29,0.752,0.226,0.688,0.237,12600,24700,D
TX38,0.9104477611940298,0.0895522388059701,0.7606837606837606,0.2393162393162393,-12.38,0.402,0.584,0.342,0.609,340,97400,R
UT01,0.6621621621621622,0.3378378378378378,0.6551724137931034,0.3448275862068966,-12.29,0.376,0.57,0.285,0.43700000000000006,4520000,788000,R
UT02,0.864406779661017,0.135593220338983,0.6333333333333333,0.3666666666666666,-11.24,0.391,0.56,0.307,0.46799999999999997,2770000,6620000,R
UT04,0.7378640776699029,0.2621359223300971,0.8295454545454546,0.1704545454545454,-15.94,0.344,0.6,0.243,0.45299999999999996,30200,23300,R
UT03,0.8613861386138614,0.1386138613861386,0.7209302325581395,0.2790697674418604,-13.08,0.376,0.568,0.262,0.46299999999999997,158000,3450000,R
VA01,0.6909090909090909,0.3090909090909091,0.72,0.28,-6.34,0.457,0.524,0.401,0.537,271000,18000,R
VA02,0.796875,0.203125,0.6434108527131783,0.3565891472868217,-2.05,0.499,0.48100000000000004,0.44299999999999995,0.498,27500,12900,R
VA03,0.6363636363636364,0.3636363636363636,0.7129629629629629,0.287037037037037,17.04,0.6809999999999999,0.299,0.639,0.307,17500000,141,D
VA04,0.7796610169491526,0.2203389830508474,0.7590361445783133,0.2409638554216867,15.75,0.6709999999999999,0.313,0.633,0.32,105000,213000,D
VA05,0.9615384615384616,0.0384615384615384,0.9447236180904522,0.0552763819095477,-6.62,0.45,0.532,0.418,0.531,332,89500000,R
VA06,0.711864406779661,0.288135593220339,0.7378640776699029,0.2621359223300971,-13.83,0.38,0.601,0.34299999999999997,0.599,4870000,64900,R
VA07,0.6440677966101694,0.3559322033898305,0.6956521739130435,0.3043478260869565,0.88,0.524,0.457,0.48100000000000004,0.45899999999999996,42700,14700,D
VA08,0.8409090909090909,0.1590909090909091,0.7096774193548387,0.2903225806451613,26.27,0.767,0.21100000000000002,0.723,0.207,23600,234,D
VA09,0.8666666666666667,0.1333333333333333,0.8189655172413793,0.1810344827586207,-23.32,0.28300000000000003,0.7020000000000001,0.272,0.684,748,82500,R
VA10,0.7457627118644068,0.2542372881355932,0.6953125,0.3046875,5.92,0.58,0.4,0.505,0.429,16100,1800000,D
VA11,0.7669902912621359,0.233009708737864,0.7027027027027027,0.2972972972972973,18.29,0.695,0.284,0.634,0.295,30100,229000,D
VT00,0.8976377952755905,0.1023622047244094,0.7338709677419355,0.2661290322580645,15.54,0.6609999999999999,0.307,0.557,0.298,14200,50700,D
WA01,0.7117117117117117,0.2882882882882883,0.7333333333333333,0.2666666666666666,13.31,0.635,0.331,0.589,0.331,9570,865,D
WA09,0.7910447761194029,0.208955223880597,0.6702127659574468,0.3297872340425531,21.11,0.71,0.263,0.687,0.249,25800000,3100,D
WA02,0.7009345794392523,0.2990654205607476,0.6637168141592921,0.336283185840708,9.29,0.597,0.37,0.55,0.37,30900,232000,D
WA03,0.6785714285714286,0.3214285714285714,0.6060606060606061,0.3939393939393939,-4.62,0.46299999999999997,0.505,0.424,0.5,23600,1540000,D
WA04,0.7352941176470589,0.2647058823529412,0.7961165048543689,0.203883495145631,-11.41,0.4,0.569,0.35600000000000004,0.573,10700000,34200,R
WA05,0.7472527472527473,0.2527472527472527,0.7293233082706767,0.2706766917293233,-7.74,0.43200000000000005,0.531,0.387,0.527,173000,29700,R
WA06,0.7345132743362832,0.2654867256637168,0.9310344827586208,0.0689655172413793,6.31,0.5670000000000001,0.396,0.516,0.397,14800,267,D
WA07,0.616822429906542,0.3831775700934579,0.6974789915966386,0.3025210084033613,36.5,0.863,0.11199999999999999,0.8340000000000001,0.11,57200,180000,D
WA08,0.9,0.1,0.76,0.24,1.05,0.517,0.45,0.47700000000000004,0.445,16200,79600,D
WA10,0.7889908256880734,0.2110091743119266,0.7289719626168224,0.2710280373831775,6.66,0.569,0.39299999999999996,0.522,0.391,7000,7990,D
WI01,0.6851851851851852,0.3148148148148148,0.6617647058823529,0.3382352941176471,-3.1,0.48100000000000004,0.501,0.455,0.48200000000000004,63900,51500,R
WI02,0.6218487394957983,0.3781512605042016,0.3623188405797101,0.6376811594202898,18.93,0.7,0.28300000000000003,0.6559999999999999,0.27899999999999997,17100,164000,D
WI03,0.7181818181818181,0.2818181818181818,0.5128205128205128,0.4871794871794871,-4.36,0.467,0.514,0.44299999999999995,0.488,8220,12000,R
WI04,0.7640449438202247,0.2359550561797752,0.8181818181818182,0.1818181818181818,24.76,0.7559999999999999,0.22699999999999998,0.72,0.223,121000,1710000,D
WI05,0.8292682926829268,0.1707317073170731,0.8278688524590164,0.1721311475409836,-14.29,0.37799999999999995,0.606,0.33299999999999996,0.602,2360,311000,R
WI06,0.0,0.0,0.6698113207547169,0.330188679245283,-10.24,0.413,0.569,0.38,0.551,0,6600,R
WI07,0.6785714285714286,0.3214285714285714,0.6548672566371682,0.3451327433628318,-12.27,0.392,0.591,0.369,0.5720000000000001,709,3000000,R
WI08,0.0,0.0,0.7352941176470589,0.2647058823529412,-10.16,0.414,0.569,0.385,0.556,0,375000,R
WV01,0.831081081081081,0.1689189189189189,0.7349397590361446,0.2650602409638554,-23.23,0.28800000000000003,0.6970000000000001,0.258,0.687,19100,280000,R
WV02,0.8,0.2,0.6299212598425197,0.3700787401574803,-21.52,0.306,0.6759999999999999,0.265,0.67,25200,41600,R
WY00,0.8611111111111112,0.1388888888888889,0.7777777777777778,0.2222222222222222,-25.27,0.266,0.6990000000000001,0.21899999999999997,0.682,1010,12600,R
